postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024,Radius
1067,5.7654576,.06537804,5.8797116,.066673636,5.3504949,.060672529,5.5871282,.063355856,5.5263596,.062666766,5.9074759,.066988476,6.0913448,.069073476,6.4007978,.07258255,6.736918,.076394029,6.6211805,.075081609,7.1710186,.081316561,7.4460802,.084435649,8.4790888,.096149564,9.4405832,.10705253,10.329115,.11712814,11.105361,.12593047,10.973271,.12443262,10.50615,.11913565,2.5
1069,7.6710348,.21276909,6.1680017,.17107992,6.307282,.1749431,6.8066945,.18879515,6.4815011,.17977536,6.3946738,.17736706,6.436409,.17852466,6.7609673,.18752682,7.8238564,.21700785,7.8640265,.21812204,8.1610498,.22636048,8.9535236,.24834107,10.488064,.29090413,9.4249153,.26141593,10.965437,.30414489,11.852004,.32873532,12.103137,.3357009,12.414121,.34432656,2.5
1097,5.2658424,.083285041,5.0261292,.079493716,6.1371465,.097065665,5.8947072,.093231224,5.9828634,.09462551,6.5967469,.10433475,6.6753278,.10557759,6.9751358,.11031938,7.2453175,.1145926,7.329164,.11591873,8.1223583,.12846395,8.1192999,.12841558,9.6370344,.15242021,9.0242424,.14272824,11.590371,.18331435,11.521589,.18222649,11.41797,.18058765,11.336859,.17930478,2.5
1099,5.8665242,.43055943,5.8526921,.42954424,6.5269966,.4790332,6.5565128,.48119947,6.5630651,.48168036,7.1050982,.52146161,7.2430229,.5315842,8.0073071,.587677,8.0531893,.59104443,8.4054136,.61689508,8.2903862,.60845292,8.8757448,.65141392,9.6813421,.7105388,9.6319571,.70691431,11.4526,.840536,11.686473,.85770053,11.092936,.81413931,11.314335,.83038837,6.5
1108,5.8497643,.14272527,4.7737308,.1164717,6.0359044,.14726681,6.5997167,.16102296,6.224472,.15186757,6.5649581,.16017489,6.9107366,.16861136,6.9195347,.16882603,7.0802445,.17274709,7.0103159,.17104095,6.8347583,.16675761,7.0948648,.17310381,6.2613859,.15276821,7.3778148,.18000735,7.6194992,.18590409,8.6620941,.2113418,9.3190651,.22737089,9.2455597,.22557746,9.5
1109,6.557898,.27261874,4.4214354,.18380374,6.4114728,.26653168,7.266849,.30209059,6.239141,.25936767,6.9618139,.28940994,7.4488091,.30965486,7.4115009,.30810392,7.8837705,.32773665,7.639895,.31759849,7.5543199,.31404105,7.9331651,.32979003,7.4041052,.30779645,6.9786749,.29011089,8.2614546,.34343737,8.91677,.37067953,9.2437334,.38427174,9.0976877,.37820047,5.5
1127,5.2723823,.12113254,5.3955889,.1239632,5.4339256,.12484398,5.273622,.12116102,5.3892307,.12381712,5.8250232,.13382941,5.8303008,.13395067,6.181129,.14201091,6.5190101,.1497737,6.8780775,.15802325,7.1967335,.16534434,7.5153594,.17266475,9.7274694,.22348779,9.3624086,.21510056,10.413916,.23925884,8.4434824,.19398829,9.6286297,.22121696,10.462729,.2403803,2.5
1129,4.7035403,.031767137,4.7407842,.03201868,5.2006168,.035124332,5.2938409,.035753958,5.2944245,.035757899,5.7005219,.038500629,5.7284341,.038689148,6.0573273,.040910449,6.3853865,.043126121,6.6778555,.045101423,6.9868708,.047188476,7.1468525,.04826897,8.6934586,.058714561,9.3224773,.062962875,10.286757,.069475509,9.3001757,.062812254,8.9818411,.060662262,9.7977705,.06617295,4.5
1139,5.6344585,.13566111,5.6991715,.13721921,6.0411167,.14545223,6.360189,.15313455,6.0596633,.14589879,6.2291536,.14997961,6.7130232,.16162977,6.5596218,.1579363,6.7582846,.16271952,7.0865688,.17062363,7.0428185,.16957025,6.837605,.16462933,9.1789255,.2210014,10.257196,.24696298,10.399979,.25040075,10.232388,.24636565,10.082762,.2427631,10.161408,.24465668,4.5
1157,5.5186749,.19401924,5.681673,.19974975,5.618125,.19751559,6.1179013,.21508616,5.7231355,.20120743,6.001368,.21098922,6.3968396,.22489275,6.2713456,.22048078,6.4107738,.22538264,6.4765725,.22769591,6.8713975,.24157672,6.421452,.22575805,8.9073515,.31315446,9.2029943,.32354832,9.5652199,.33628303,9.7968493,.34442639,10.330026,.36317119,9.9874783,.35112831,4.5
1159,5.9322929,.2520327,5.0177684,.21317923,5.8603039,.24897423,5.8447871,.24831501,5.8528237,.24865645,6.1264186,.26028007,6.2665486,.2662335,6.347877,.26968873,6.7308741,.28596029,6.7690401,.28758177,7.1901994,.30547467,7.4636383,.3170917,9.7948275,.41613194,9.5618582,.40623429,10.260583,.43591952,10.680391,.45375502,10.951705,.46528175,10.947332,.46509597,2.5
1169,5.5772619,.006935162,5.4221106,.0067422357,5.3829741,.0066935709,5.6921191,.0070779836,5.4913721,.0068283603,5.6920996,.0070779589,6.0709195,.0075490107,6.0522923,.0075258482,6.2287936,.0077453223,6.448307,.0080182813,6.875617,.0085496288,7.0856705,.0088108238,8.8761234,.0110372,8.7381697,.010865658,9.2679834,.011524466,10.27441,.012775928,10.578991,.013154665,10.404805,.01293807,4.5
1187,5.8585281,.40807861,4.9607015,.34554008,5.4298024,.37821552,5.7821031,.4027552,5.598186,.38994437,5.6985979,.39693859,5.7998657,.40399247,5.8974018,.41078639,6.4586391,.44987965,6.6504111,.46323761,6.9560442,.48452663,7.3619642,.51280117,8.7775364,.61140358,8.1870346,.57027185,9.4323807,.65701705,9.9547024,.69339961,9.9169044,.69076681,10.197351,.7103014,3.5
1189,5.9323039,.4679898,5.1832919,.40890145,5.3005629,.41815278,5.8215747,.45925453,5.5146146,.43503895,5.5617962,.43876106,5.5955467,.44142357,5.8051491,.45795876,6.3984222,.5047611,6.4282217,.50711197,6.7208309,.53019542,7.1741762,.5659591,8.5801477,.67687386,8.1259537,.64104325,9.2035503,.72605312,9.9873848,.78788853,9.6249399,.75929582,9.9174786,.78237373,4.5
1217,5.1931429,.55368149,4.8071413,.51252681,5.0934095,.54304814,5.3077192,.56589735,5.1056452,.54435265,4.971354,.53003484,5.1183634,.54570866,5.1844387,.55275345,6.162776,.65706164,6.075923,.64780152,6.2230806,.66349119,6.6982827,.71415615,7.4381661,.79304093,8.4035063,.89596337,8.2418823,.87873137,8.793602,.93755448,8.8870859,.94752157,9.3790102,.99996942,3.5
1219,5.3072519,.061366931,5.3609505,.06198784,5.5783601,.06450171,5.7266493,.066216357,5.5846858,.064574853,5.8444548,.067578524,5.9740448,.069076955,5.9253454,.068513848,6.964458,.080528945,6.9444418,.0802975,7.4110599,.085692935,7.6276965,.088197872,7.5438275,.087228104,9.4303675,.10904188,9.5066347,.10992374,10.335963,.11951314,10.488861,.12128107,10.823142,.12514631,4.5
1237,5.0168929,.031607583,5.1948328,.032728646,5.5892615,.035213634,5.2308807,.032955755,5.1391115,.032377586,5.3984308,.03401136,5.5203652,.034779575,5.2371445,.032995217,5.9141936,.037260782,5.9902086,.037739694,7.2397437,.045612056,6.8138013,.042928521,6.1606002,.0388132,7.5339007,.04746531,8.2339735,.05187593,8.6931105,.0547686,8.6923027,.054763511,9.1534538,.057668868,4.5
1239,4.9068108,.15698767,4.9173269,.15732412,5.2270126,.16723214,5.1575451,.16500962,5.1274285,.16404606,5.2343249,.16746609,5.2836628,.1690446,5.0904908,.1628643,5.8325152,.1866045,6.2745924,.20074823,7.0905371,.22685343,6.8518801,.21921788,6.8149881,.21803756,7.2501721,.23196076,8.4136362,.26918444,8.3683767,.26773641,8.5520706,.27361348,9.0638371,.28998685,6.5
1257,4.613483,.13882309,4.9855475,.15001878,5.1717563,.15562195,5.0658536,.15243526,4.99684,.15035859,5.0757823,.15273401,5.1106153,.15378216,4.8527331,.1460223,5.6517439,.17006512,5.9927464,.18032613,6.6666183,.20060344,6.287528,.18919633,6.584497,.19813235,6.2525334,.18814333,8.2671938,.24876593,7.4986515,.22563992,7.8451333,.23606582,8.362155,.25162339,7.5
1259,4.9779153,.34534109,5.8208108,.40381667,5.2867417,.36676583,5.170012,.35866773,5.1557312,.35767701,5.4215498,.37611809,5.231534,.36293581,4.9901309,.34618855,5.942348,.41224828,6.2153797,.43118975,6.7563882,.46872202,6.3508544,.44058827,6.8302932,.47384915,6.8121161,.47258812,8.8057957,.61089891,7.5577521,.52431637,7.9160652,.54917419,8.5997801,.59660667,8.5
1277,4.7937174,.12078572,5.0036778,.12607603,5.2750273,.13291313,5.0629015,.12756826,4.9348927,.12434287,5.2740121,.13288756,5.3185415,.13400954,5.2390394,.13200636,5.7595005,.14512025,5.551743,.13988544,6.7540312,.1701791,6.4572935,.16270231,4.6162534,.11631422,8.2764196,.20853822,8.4912958,.21395239,8.7847519,.22134651,9.7737036,.2462648,9.6214838,.24242936,3.5
1279,5.768054,.56514424,6.6191263,.64853084,5.7267814,.56110042,5.3800259,.5271259,5.4364815,.53265733,5.7531481,.56368375,5.7303333,.5614484,5.5007415,.53895336,6.5508323,.6418395,6.7101469,.65744889,7.3743372,.72252512,6.6337729,.64996588,7.0256214,.68835855,8.6939945,.85182297,9.4836359,.9291907,9.0363693,.88536823,9.1102114,.89260316,9.7675819,.95701122,5.5
1307,5.4164357,.05156425,6.2840495,.0598239,6.309042,.060061827,6.3157783,.060125954,6.3239465,.060203716,6.698154,.063766159,6.7957835,.064695589,7.6504421,.072831899,8.1568632,.077653013,8.4568434,.080508806,8.6402321,.082254663,9.0433445,.086092278,10.172298,.096839875,10.593876,.10085327,10.513213,.10008537,11.529789,.10976313,11.215212,.10676837,11.643039,.11084126,2.5
1309,5.0628452,.14297993,5.4950414,.1551856,5.7288175,.16178767,5.6835971,.16051061,5.5427251,.15653224,6.2712078,.17710534,6.2954907,.17779112,6.7591643,.19088574,7.3642554,.20797412,7.3143096,.20656361,7.7575011,.21907979,8.0826368,.22826195,6.0862823,.17188285,9.4375248,.26652539,10.309606,.29115382,10.089293,.28493199,10.706552,.30236399,11.265595,.31815195,3.5
1324,5.2748885,.1417602,5.7407846,.15428095,5.3211107,.14300241,5.2494678,.14107704,5.3150291,.14283897,5.9512334,.15993667,5.9363403,.15953642,6.5918941,.17715412,6.7774806,.18214168,7.6855302,.20654508,7.3073258,.19638102,7.7154818,.20735003,7.1081538,.19102837,9.3218346,.25052002,10.04111,.26985022,10.513677,.28255022,10.241121,.27522543,10.213219,.27447554,7.5
1326,5.2084861,.70778906,5.5447011,.75347781,5.3691721,.72962493,5.1959872,.70609057,5.3045297,.72084057,5.6537576,.76829767,5.4219842,.73680162,5.4227695,.73690838,6.2157869,.84467268,6.5882401,.8952859,6.889883,.93627661,6.6467581,.903238,6.9024653,.93798643,6.8361883,.92897999,9.2191153,1.2527995,8.0702391,1.0966769,8.4788399,1.1522024,9.2903337,1.2624775,9.5
1445,4.916718,.19481669,5.0330501,.19942616,5.1939983,.20580345,5.308383,.21033576,5.1480112,.2039813,5.2926383,.20971189,5.4832287,.21726373,5.9103842,.23418905,6.0282698,.23886006,6.1881394,.24519463,6.2993393,.24960074,6.4151244,.25418854,6.4049907,.25378698,8.3792076,.33201203,7.8021436,.30914682,9.694644,.38413399,9.4774847,.37552941,9.6118612,.38085386,9.5
1454,4.7052417,.19590198,4.6203504,.19236754,5.0865984,.2117797,5.2069893,.21679217,5.1623526,.21493372,5.6062427,.23341501,5.8932295,.24536367,6.2723918,.26115003,6.3871031,.265926,6.6626186,.27739707,6.4111314,.26692644,6.6019506,.27487114,4.568912,.19022591,7.0933943,.29533234,8.4138355,.35030869,8.4754171,.35287264,8.7329617,.36359546,8.9091005,.37092897,13.5
1458,4.8820958,.41179305,4.3320789,.36540046,5.1667399,.4358021,5.5321159,.46662068,5.3560729,.45177189,5.8423343,.49278685,6.0794067,.51278335,6.3866744,.53870064,6.5700617,.55416894,6.5833898,.55529314,6.5290642,.55071086,6.5564852,.55302376,4.4562702,.37587568,6.9904375,.58962661,7.7965746,.65762234,8.3484411,.70417094,8.6028309,.72562814,8.4925175,.71632344,14.5
1462,5.3255224,.0091932314,5.3803248,.0092878342,5.3348408,.0092093172,5.6160769,.0096948035,5.2586441,.0090777818,5.4337225,.0093800128,5.8708782,.010134656,5.9080038,.010198745,6.0361385,.010419939,6.3430381,.010949726,6.6850524,.011540132,6.4942741,.011210799,7.5408916,.013017532,8.4386034,.014567215,8.7419348,.015090844,9.4336596,.016284939,9.6289167,.016622005,9.5385914,.016466079,7.5
1465,5.9283342,.25701836,5.0448656,.21871625,6.0939746,.26419955,6.472259,.2805998,6.2915525,.2727654,6.8804631,.29829717,7.2025118,.31225935,7.5046921,.32536012,7.7142162,.3344439,7.6659269,.33235034,7.64218,.33132082,7.901917,.34258151,5.8390393,.25314704,7.7054391,.33406335,9.0288525,.39143893,9.7466955,.42256045,10.337165,.44815981,10.263535,.44496766,10.5
1468,5.0172749,.089232437,4.7369986,.084247708,5.3999243,.096037872,5.7633934,.10250219,5.4526806,.096976146,5.7943869,.10305341,6.0529933,.10765273,6.2952833,.11196187,6.5972691,.1173327,6.6785226,.1187778,6.5907335,.11721646,6.8368235,.12159318,6.3680015,.11325517,7.9966941,.14222153,7.912127,.14071751,8.7980671,.15647398,8.9861135,.1598184,9.0618629,.1611656,11.5
1471,4.2457213,.42614082,3.9653363,.39799872,4.6032848,.46202928,4.9325066,.49507311,4.6997585,.47171229,5.0341396,.50527394,5.2185388,.52378201,5.3326735,.53523767,5.6349268,.56557465,5.6737757,.56947386,5.591084,.56117415,5.7102365,.57313347,4.5863342,.46032795,6.574996,.65992892,6.6430149,.66675591,7.2897859,.73167199,7.3612838,.73884821,7.4143481,.74417424,15.5
1474,4.64258,.32564795,5.5845833,.39172357,5.066637,.3553929,4.8622093,.34105358,4.9003019,.34372553,5.3484607,.37516105,5.2277017,.36669058,5.4290767,.38081577,5.9444699,.41696739,6.3989878,.44884896,6.544148,.45903105,6.5441399,.45903048,6.0016813,.42098039,7.36514,.51661849,8.9236536,.62593848,8.4115086,.5900147,8.5595512,.60039896,9.0734138,.6364432,10.5
1477,5.0899682,.27782258,6.0659418,.33109355,5.0272818,.27440101,4.9610844,.27078781,5.0079389,.27334523,5.3398714,.2914629,5.530333,.30185875,5.8251133,.31794858,5.8938141,.32169843,6.0874443,.33226722,6.1104736,.33352423,6.0797663,.33184814,4.8019915,.26210415,6.9176617,.37758246,8.7577868,.47802088,8.1346111,.44400647,8.3463888,.45556578,8.8555536,.48335722,15.5
