postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024,Radius
1067,5.904933,.064577818,6.0123549,.065752611,5.4119329,.059186246,5.6298852,.061569825,5.5584521,.060788617,5.9468412,.06503614,6.1260695,.066996224,6.4141207,.070146419,6.8007798,.074375018,6.8047876,.07441885,7.2612343,.079410665,7.5129375,.082163356,8.6553659,.094657235,9.6409464,.10543579,9.994832,.10930597,11.171286,.12217196,10.873183,.11891184,10.512723,.11496976,2.5
1069,7.7461181,.20290259,6.2234969,.1630189,6.3367038,.16598424,6.7917032,.17790255,6.5020576,.17031555,6.4116507,.16794741,6.4500632,.1689536,6.7778125,.17753869,7.8860745,.20656861,8.0020676,.20960695,8.3229809,.21801299,9.108345,.23858489,11.367319,.29775667,9.4455471,.2474176,11.024126,.28876704,11.865816,.31081438,12.2648,.3212654,12.686758,.33231819,2.5
1097,5.3369546,.087043896,5.0751948,.082774684,6.1528969,.10035163,5.9176626,.096515045,5.9922495,.097731531,6.6037178,.10770436,6.6786594,.10892664,6.9765587,.11378527,7.2666459,.1185165,7.4098873,.12085272,8.4271479,.13744389,8.3264904,.13580219,8.8743143,.14473702,9.1491222,.14921904,11.639702,.18983954,11.310087,.18446364,11.284101,.18403982,11.36673,.18538745,2.5
1099,5.8389778,.38063085,5.8172116,.37921193,6.4922543,.42321658,6.5133548,.42459208,6.5315766,.42577991,7.0654421,.46058151,7.1926322,.46887276,7.9884462,.52075022,8.0485706,.52466959,8.4291754,.54948044,8.2477436,.53765327,8.8760347,.5786103,9.2007904,.59978044,9.8197184,.64012706,11.75432,.7662397,11.720423,.76403004,11.28968,.73595077,11.174271,.72842753,6.5
1108,6.2840514,.01081893,4.7635651,.0082011865,6.1598215,.010605049,6.8357663,.011768789,6.4403014,.011087937,6.7349329,.01159519,7.0894432,.012205532,7.2053199,.01240503,7.5735502,.013038994,7.6291132,.013134654,7.4654069,.012852809,7.8934689,.013589782,4.7533388,.0081835799,9.1163683,.015695184,8.753706,.015070808,9.2621555,.01594618,10.148361,.017471915,10.097393,.017384166,9.5
1109,6.6424294,.28395092,4.4435825,.1899545,6.4241056,.274618,7.2992978,.31203076,6.315187,.26996195,7.0203023,.30010426,7.4947906,.32038769,7.4619026,.3189818,7.9921436,.34164858,7.7694807,.33213016,7.9429417,.33954528,9.0575399,.38719219,10.432902,.44598627,9.2303495,.39457947,8.3927479,.35877362,8.9657373,.38326782,9.2944975,.39732167,9.2070761,.39358458,5.5
1127,5.1851358,.13417719,5.3726616,.13902985,5.425724,.14040296,5.2842751,.13674265,5.3964472,.13964535,5.8403244,.15113169,5.8517356,.15142699,6.2002697,.16044609,6.6180186,.1712563,6.7836285,.17554183,7.3653493,.19059518,7.5376492,.19505383,9.1833448,.23763995,9.2474098,.23929778,10.255927,.26539546,8.6809492,.22463933,9.8174419,.25404865,10.207697,.2641474,2.5
1129,4.7362566,.059916165,4.7849274,.060531877,5.2465963,.066372231,5.3472033,.067644961,5.3613911,.067824446,5.7775307,.073088832,5.8044815,.073429778,6.1157117,.077367008,6.5341864,.082660928,6.785893,.085845158,7.1086516,.089928225,7.3925285,.093519419,8.5612097,.10830385,9.3974209,.11888237,10.465078,.1323888,9.4747305,.11986038,9.3251009,.11796749,9.7405167,.12322272,4.5
1139,5.5313148,.11841654,5.6463661,.1208796,6.0315218,.12912516,6.3760166,.13650024,6.0873542,.13032044,6.2447042,.13368906,6.7387247,.14426523,6.6007142,.14131065,6.8526397,.14670397,7.2102904,.1543607,7.0328388,.15056175,7.2019525,.1541822,8.9647827,.19192155,10.072688,.21564002,10.395471,.22255027,10.431788,.22332779,10.264987,.21975683,10.192722,.21820976,4.5
1157,5.4626927,.162884,5.6516809,.16851915,5.5768557,.16628806,6.0741625,.18111652,5.7059836,.17013833,5.9770851,.17822191,6.3628621,.18972483,6.246027,.18624109,6.4390244,.1919958,6.5484905,.19525981,6.7563667,.20145816,7.0007224,.20874424,9.2026768,.27440107,9.1862288,.27391064,9.2279539,.27515477,9.6896114,.28892028,10.165739,.30311722,9.8167543,.29271135,4.5
1159,5.9853225,.26663136,5.0814853,.22636765,5.8713398,.2615537,5.8298774,.25970668,5.8534589,.26075718,6.1287584,.27302107,6.2668495,.27917269,6.3519664,.28296444,6.7361622,.30007944,6.8130212,.3035033,7.2237449,.32180002,7.5181379,.33491451,10.517214,.46851596,10.038342,.44718343,10.061659,.4482221,10.645828,.4742454,11.073149,.49328148,11.029195,.49132344,2.5
1169,5.4351745,.020809339,5.2545795,.020117907,5.3054786,.020312781,5.560266,.02128827,5.4153185,.020733317,5.5904889,.021403983,5.9406404,.022744589,5.8929987,.022562185,6.1123619,.023402048,6.3062305,.024144301,6.5818195,.025199434,7.2106376,.027606953,10.080564,.038594875,8.5539217,.032749906,8.8826237,.034008391,9.6465082,.036933031,10.184707,.038993601,10.000965,.038290121,4.5
1187,5.764554,.37277642,4.8526287,.31380495,5.3895388,.34852532,5.6630549,.36621279,5.5321069,.35774475,5.6791635,.36725447,5.7821412,.37391374,5.8928747,.38107455,6.4673667,.4182252,6.7632089,.43735644,7.0095181,.45328453,7.4164896,.47960216,9.2780733,.59998518,8.1065941,.52422911,9.9654942,.64443862,9.9688234,.64465392,10.019715,.64794493,10.279501,.6647445,3.5
1189,5.7990808,.43803188,5.0619531,.38235316,5.2140946,.39384511,5.6177464,.42433482,5.3715367,.40573746,5.4869022,.41445157,5.5188103,.41686171,5.7348518,.43318036,6.3413539,.47899231,6.4050756,.48380551,6.6517429,.50243747,7.1789846,.54226249,8.8623829,.6694175,7.9546618,.60085309,9.5202093,.71910626,9.8374805,.74307126,9.561614,.72223371,9.8407946,.74332154,4.5
1217,5.072649,.48777589,4.6828179,.4502905,5.0169992,.48242471,5.2197433,.50192016,5.0451493,.48513156,4.9200869,.47310582,5.0686288,.4873893,5.1467471,.494901,6.11866,.58835822,6.0019121,.57713199,6.0389614,.58069456,7.0605841,.67893177,7.377624,.7094177,8.3484221,.80276775,7.8142166,.75139958,8.3467684,.80260873,8.8721542,.85312879,9.4206114,.90586734,3.5
1219,5.2698464,.049540311,5.3186293,.049998906,5.5634398,.052300297,5.7068505,.053648461,5.568716,.052349899,5.8310566,.054816086,5.9714437,.056135826,5.9314108,.055759486,6.9842567,.06565699,7.0098433,.065897524,7.1937904,.067626752,7.9378638,.074621573,7.5070353,.070571482,9.4165316,.088522106,8.9898043,.084510565,10.055813,.094531804,10.665188,.10026036,10.836663,.10187235,4.5
1237,5.0056219,.048702016,5.2125463,.050715279,5.5855794,.054344691,5.2465119,.051045746,5.1318116,.049929775,5.4162178,.052696895,5.541513,.053915948,5.281179,.051383037,5.9517698,.057907529,6.385572,.06212819,6.8158364,.066314429,7.309813,.07112056,6.1006179,.05935574,7.5420265,.073379874,8.0541763,.078362815,8.7090502,.084734388,8.7703505,.085330807,9.0105152,.08766748,4.5
1239,4.889575,.12773724,5.3396859,.13949613,5.521153,.14423685,5.3114414,.13875826,5.2726178,.13774401,5.3519435,.13981634,5.4760962,.14305976,5.1815548,.13536504,5.8218832,.15209325,6.7594657,.17658703,6.9994931,.1828576,7.4805722,.19542551,6.7289152,.17578892,7.0932918,.18530804,8.3295183,.21760373,8.2374058,.21519734,8.6085711,.22489381,8.9824305,.23466067,5.5
1257,4.5247211,.095391758,4.8759713,.10279694,5.1443949,.10845594,5.0586014,.10664721,4.9929447,.10526301,5.0478849,.10642128,5.0928569,.10736939,4.8889227,.10306998,5.674695,.11963591,6.2897625,.13260297,6.4268818,.13549377,6.6479478,.14015436,6.5060568,.13716297,6.1934314,.1305721,7.9191666,.16695465,7.5232239,.15860724,7.9643102,.16790639,8.3493099,.17602308,7.5
1259,4.8126254,.29654443,5.6892719,.35056168,5.2052836,.32073927,5.0922551,.31377468,5.0781355,.31290466,5.3382974,.3289353,5.1630955,.3181397,4.9382176,.3042832,5.8944068,.36320168,6.343586,.39087921,6.4198384,.39557773,6.5805779,.40548217,6.6082349,.40718633,6.6248851,.4082123,8.1747561,.5037123,7.5603108,.46585137,8.0407286,.49545377,8.4260807,.51919842,8.5
1277,4.7790179,.10892396,4.9646392,.11315466,5.2579436,.1198397,5.0475812,.11504509,4.9221087,.11218531,5.2680502,.12007005,5.3138776,.12111455,5.2538633,.1197467,5.7778058,.13168846,5.7052541,.13003485,6.226696,.14191963,6.6460295,.15147713,4.6089807,.10504846,8.2528563,.18810011,8.375021,.19088452,9.0456457,.20616947,10.065335,.22941037,9.6955328,.22098178,3.5
1279,5.6283312,.5325433,6.3876004,.60438412,5.6048565,.53032219,5.2737851,.49899676,5.3156214,.50295526,5.6303692,.53273618,5.6159077,.53136784,5.4165373,.51250374,6.4737554,.61253595,6.7028613,.63421357,6.7389483,.63762808,7.1054921,.67230982,6.4863153,.61372435,8.54846,.80884105,9.1119566,.86215818,9.0897894,.86006075,9.3160582,.88146991,9.5577011,.90433377,5.5
1307,5.4136696,.038359497,6.2931995,.044591561,6.3110709,.044718191,6.3200412,.044781752,6.3277111,.044836096,6.7019053,.047487516,6.8019996,.048196752,7.6357846,.054104682,8.1989527,.058095105,8.4989014,.060220443,8.6855659,.061543088,8.6018534,.060949929,9.4519949,.066973753,10.571608,.074906968,10.522407,.07455834,11.378924,.080627352,11.021345,.078093655,11.542271,.08178477,2.5
1309,5.0407414,.14406505,5.4816761,.15666702,5.7244196,.16360466,5.6691337,.16202459,5.5351863,.15819634,6.255518,.17878352,6.2913213,.17980678,6.7727151,.19356509,7.3359108,.20966129,7.5964203,.21710669,7.7840619,.22246951,8.0569267,.23026802,5.8773546,.16797556,9.4441996,.26991647,10.319654,.29493707,10.383994,.29677591,10.825056,.30938151,11.211137,.32041577,3.5
1324,5.235899,.1231082,5.7044497,.13412492,5.3119731,.12489688,5.2481608,.12339651,5.3121691,.12490149,5.9441533,.13976091,5.9376202,.13960731,6.634316,.15598825,6.840528,.16083677,7.6769433,.18050285,7.2246122,.1698675,7.8353825,.18422812,6.9265418,.16285916,9.3460274,.21974692,10.38324,.2441342,10.75132,.25278863,10.480539,.24642193,9.9742994,.23451905,7.5
1326,5.0372787,.65938222,5.3823333,.70455003,5.2545133,.68781835,5.087266,.66592562,5.1961083,.6801731,5.5261116,.72337073,5.3180275,.69613236,5.3386574,.69883287,6.1244588,.80169463,6.5682349,.85978514,6.5581212,.85846126,6.8345394,.89464456,6.6437936,.86967582,7.2648163,.95096797,8.6195126,1.1282984,8.0100908,1.0485247,8.6465969,1.1318438,9.0087605,1.1792511,9.5
1445,4.8003535,.15299076,4.9697099,.15838826,5.1467915,.16403198,5.2652926,.1678087,5.1155996,.16303788,5.249105,.16729279,5.4727583,.17442079,5.9272518,.18890582,6.0250568,.19202293,6.2216082,.19828717,6.3380194,.20199728,6.4471121,.20547415,6.2504139,.19920523,8.3094378,.26482782,8.562561,.27289504,9.6702442,.30819771,9.7056999,.30932772,9.7638531,.3111811,9.5
