postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024,price_qm2025,price_qm_se2025
1067.0,,,,,7.003228,0.37661254,8.181468,0.43713325,7.728509,0.4090519,7.3117523,0.2974846,7.6693964,0.27049243,8.747827,0.32016397,9.564199,0.3911175,8.120662,0.5416984,8.391919,0.3346113,8.789153,0.5004142,,,,,,,11.21322,0.59732145,12.496276,0.5001202,12.957511,0.7736608,11.451688,0.6914649
1069.0,,,,,10.999368,0.75213987,11.724929,0.56704456,12.239847,0.93246084,11.468487,0.6865591,10.330703,0.44674745,12.194373,0.4401429,16.295689,1.1206435,12.453617,0.81577855,12.303212,0.7174142,12.700143,0.97658914,,,,,,,16.778988,1.0398833,16.453056,0.86948234,19.546326,1.2050368,18.07728,0.9621219
1097.0,,,,,10.478929,0.7189187,11.119387,0.49583247,10.453228,0.5400622,11.57765,0.70449877,12.505265,0.50699866,12.569031,0.4389202,12.144776,0.61220866,12.769299,1.0433204,12.296103,0.64380205,13.180973,0.87931436,,,,,,,16.075502,0.7680068,17.016851,0.71764594,17.448318,0.784126,16.735174,0.81274426
1099.0,,,,,7.688347,0.48325506,7.7972307,0.36117664,8.093949,0.53301156,9.095547,0.49664223,7.838916,0.3230618,7.66654,0.31191933,8.638443,0.38073382,9.277055,0.5764875,9.587834,0.47835237,10.423491,0.72835517,,,,,,,11.252074,0.5343494,11.757079,0.6659633,11.578075,0.6330532,11.522816,0.73265785
1108.0,,,,,7.868767,0.87235755,6.7321134,0.42036775,6.7544403,0.4388751,7.5129886,0.5028507,7.1969743,0.4146887,6.9435935,0.4274342,8.261888,0.8654746,7.7771354,0.45367104,8.01376,0.5514248,7.7045555,0.48386946,,,,,,,9.111786,0.5440644,9.291259,0.5233536,9.9200945,0.6477369,10.222848,0.7391142
1109.0,,,,,7.9082885,1.1688403,6.1343107,0.3136404,6.1220393,0.31125823,6.7258863,0.39462173,6.6151,0.31838688,6.3379993,0.24711627,7.3841023,0.4056877,7.192612,0.3772865,7.6460204,0.41828388,7.1683097,0.35070378,,,,,,,8.592608,0.39152297,8.483652,0.3607915,9.406241,0.47157153,9.438612,0.5767785
1127.0,,,,,7.7538424,0.49155688,7.7266393,0.3431041,7.464952,0.31527135,8.269301,0.3674747,8.537704,0.3159848,8.190135,0.2261259,8.697506,0.31434616,8.078896,0.5574541,9.7633,0.38124067,8.414979,0.39481366,,,,,,,10.613037,0.50271934,12.267621,0.49054903,12.793992,0.5546268,11.812317,0.58275056
1129.0,,,,,7.1799083,0.37328205,7.0213437,0.29374254,6.9689116,0.26343328,7.222045,0.28074783,7.8483253,0.3312069,7.243827,0.20841816,7.764829,0.27884495,7.0630364,0.39685526,9.062511,0.36321253,7.0852475,0.3496195,,,,,,,9.67315,0.43236762,10.345429,0.49096072,11.032353,0.47810382,10.579049,0.5978355
1139.0,,,,,7.6118712,0.48934567,7.7505126,0.43517405,7.989911,0.5250167,7.3673496,0.3814274,8.953326,0.8395024,8.046424,0.38851675,8.7191725,0.5625531,7.4300966,0.5318318,9.603137,0.45083094,7.0593367,0.44773838,,,,,,,10.830756,0.49084374,11.370389,0.6526468,11.835468,0.6195635,11.6243105,0.68928283
1157.0,,,,,6.733764,0.4526208,7.130921,0.38570172,7.4129796,0.520308,6.609389,0.42534667,7.92601,0.532363,7.79714,0.4662957,8.106647,0.52706504,6.8134127,0.70299804,8.086916,0.46255264,6.612211,0.4792532,,,,,,,10.296213,0.58423114,10.8118,0.7029439,10.890872,0.78660244,11.080854,0.68928844
1159.0,,,,,7.529729,0.4382538,8.3875885,0.42455098,8.757512,0.49979624,8.722648,0.4758927,9.028627,0.4036415,10.025427,0.41852587,10.898031,0.6298534,8.382734,0.60846907,9.197131,0.42359373,8.653553,0.5558353,,,,,,,13.784484,0.9241686,13.892747,0.8533825,13.527226,1.0752223,13.892702,0.6473429
1169.0,,,,,6.524025,0.47903663,7.295481,0.41878518,7.460046,0.4632319,7.22431,0.50802755,7.9423914,0.50477666,8.208551,0.48673037,8.6250515,0.547652,7.553493,0.7487814,7.9669757,0.4723833,7.227442,0.5169284,,,,,,,10.95945,0.78578216,11.309057,0.7745657,11.31107,0.85607624,11.414788,0.6895909
1187.0,,,,,7.5507364,0.46787181,8.060613,0.35758922,8.629573,0.46831334,8.461088,0.43840975,8.138298,0.3202547,9.071789,0.34999117,10.219719,0.6184512,8.235814,0.5025454,8.992806,0.46901637,8.694267,0.5247687,,,,,,,12.792242,0.6865217,12.437312,0.71960956,12.745537,0.867883,12.7719755,0.5398821
1189.0,,,,,7.271341,0.43802342,7.7551956,0.32398552,8.278351,0.4172374,8.155286,0.4044758,7.7659945,0.30348474,8.505604,0.33413193,9.4866,0.5836097,8.153065,0.46021473,8.567272,0.43450266,8.418341,0.47860476,,,,,,,12.353533,0.7416798,11.902841,0.68711436,12.584333,0.7981285,12.52401,0.56587106
1217.0,,,,,7.501454,0.50302064,8.320197,0.42439196,8.151892,0.47755218,8.393183,0.43218413,7.292848,0.2701047,8.336933,0.31109414,8.968372,0.5967635,9.343308,0.71167475,8.216013,0.46301323,9.0075245,0.5323315,,,,,,,11.332341,0.6213433,11.203017,0.82496834,12.391926,0.7197489,11.773827,0.6297498
1219.0,,,,,8.176839,0.7163803,9.514543,0.6842883,8.799603,0.6735939,9.50913,0.61234766,7.563576,0.29741228,8.570944,0.35559404,9.076201,0.54412097,10.934647,0.8684852,8.977215,0.46205097,10.3034935,0.6366484,,,,,,,11.176007,0.70940965,11.733652,0.81793326,12.505536,0.64219815,11.90259,0.5557697
1237.0,,,,,7.672414,0.9833856,9.183787,0.67376286,7.801532,0.6031189,8.935941,0.56488764,6.8864627,0.2880306,7.936017,0.36915296,7.6839886,0.47001547,9.702601,0.6648137,8.587462,0.43607318,10.895315,1.136041,,,,,,,10.261602,0.7433037,11.59694,0.77321666,11.5621805,0.7849894,11.452836,0.876563
1239.0,,,,,7.2266445,0.89898735,8.297114,0.5321298,7.303863,0.528466,7.8204103,0.45603213,6.3407803,0.29590935,7.2216125,0.3435196,6.688562,0.4388197,8.900219,0.5971258,7.8632946,0.41406912,9.613555,1.0161576,,,,,,,9.467489,0.7839076,10.314982,0.6715833,10.409261,0.61913383,10.120802,0.63249403
1257.0,,,,,6.99011,0.67840177,7.76539,0.46141574,7.1110015,0.48754478,7.64234,0.47048682,6.264521,0.30005464,6.942206,0.30770633,6.6076694,0.42117894,8.197935,0.4864727,7.58999,0.3997753,9.552122,0.82096964,,,,,,,9.149874,0.6924545,9.788481,0.70952696,9.665481,0.6099392,9.377619,0.64321786
1259.0,,,,,6.8030796,0.4555679,7.6016955,0.42266047,7.4176536,0.4386,8.081851,0.46535286,6.709695,0.32540777,7.269577,0.30311677,7.282605,0.43137494,7.8202653,0.49018773,8.091203,0.4403305,9.191007,0.56011134,,,,,,,9.445643,0.50381184,10.070304,0.7694008,9.905455,0.6207568,9.811702,0.62906253
1277.0,,,,,7.352195,0.79941005,8.797687,0.5812179,7.66,0.49027365,10.265618,0.795526,7.484453,0.37431717,8.722019,0.51117307,9.386479,0.6159345,11.1909685,1.124535,9.718469,0.584593,12.027471,1.3920754,,,,,,,11.667501,0.6902189,13.721638,1.0183712,13.025312,0.8209613,12.958557,0.92137456
1279.0,,,,,7.3917522,0.70009047,8.431637,0.49702457,7.805663,0.47586235,8.811826,0.48828295,6.945234,0.3156472,7.8896728,0.3608381,8.064187,0.4136427,9.350304,0.65040404,8.889399,0.5232083,11.046449,0.93218356,,,,,,,10.649827,0.6163599,11.393985,0.9151003,11.117052,0.713475,11.188206,0.7637037
1307.0,,,,,11.118721,0.85866916,11.9128275,0.61223805,11.279178,0.6516507,12.928525,0.85944575,12.1683655,0.5361771,12.892477,0.5083169,13.75457,1.0236876,15.101776,1.2028986,12.754656,0.6196555,16.178812,1.0475191,,,,,,,15.748895,0.8393961,16.159658,0.78985274,16.122591,0.7560925,16.678894,0.7569068
1309.0,,,,,8.426514,0.79748344,9.339068,0.58168954,9.035302,0.649564,12.177187,0.95652515,9.446802,0.5126256,9.997676,0.54673177,10.713351,0.8042067,13.817806,1.5179735,11.963625,0.8327837,16.13839,1.4963733,,,,,,,13.943805,0.9816428,15.607311,1.1995559,14.797034,0.9945896,14.742154,1.0427736
1324.0,,,,,8.153489,0.6861959,8.278978,0.5327277,9.491275,0.92815965,9.81533,0.7293792,7.904926,0.46930352,8.26974,0.43895462,8.7283945,0.5206657,8.926769,0.80580354,10.3572035,0.7011431,11.488668,1.1458719,,,,,,,13.266669,0.80367786,12.496257,1.0770212,11.783483,1.1135215,12.548386,1.1001761
1326.0,,,,,7.2174306,0.5187158,7.935734,0.441205,7.9298377,0.47381118,8.6149845,0.4991725,7.024232,0.32292008,7.4949603,0.30974007,7.812659,0.44813478,7.8057137,0.49619663,8.638221,0.5096284,9.550972,0.62426656,,,,,,,9.959846,0.50247663,10.516483,0.79981536,10.22077,0.6214087,10.327731,0.62746274
1445.0,,,,,8.038262,0.70431083,7.5262437,0.44276494,6.6070642,0.27941048,7.6484427,0.4362187,7.9220114,0.41750452,7.245268,0.2745383,7.8383408,0.40398744,7.0615687,0.38885844,9.160465,0.67287195,6.701568,0.39021942,,,,,,,9.968817,0.35724336,10.711393,0.49828023,9.707579,0.5116127,9.870805,0.768483
1454.0,,,,,6.640133,0.4897581,6.7125435,0.38255394,6.656696,0.4264868,7.4140368,0.4493586,6.4884977,0.3577806,6.4084234,0.31514323,6.9685273,0.4809031,7.0308657,0.46135595,7.619903,0.43278453,7.7443323,0.48238963,,,,,,,9.609009,0.642117,9.833794,0.72564906,9.658426,0.59972924,10.269317,0.7726693
1458.0,,,,,7.3578873,0.70756125,6.615712,0.39173234,6.385998,0.37991816,7.300498,0.44462648,6.807273,0.37426057,6.58495,0.3802242,7.895392,0.72975874,7.6656237,0.4382778,7.8273344,0.49231613,7.4378133,0.4909697,,,,,,,9.15677,0.5507141,9.501291,0.54505557,9.81994,0.6322942,10.218545,0.66681236
1462.0,,,,,6.0720286,0.37267762,6.506143,0.30185986,6.4644637,0.33352983,6.336477,0.35414514,7.122286,0.374424,6.937153,0.32911712,7.3209333,0.38846207,6.340265,0.5474931,7.2948594,0.37393847,6.02999,0.38238132,,,,,,,9.193605,0.38529232,9.81195,0.53846925,9.548865,0.5746003,9.850027,0.52137446
1465.0,,,,,7.52897,0.6485872,7.076813,0.39142522,7.0097585,0.4283434,7.915729,0.47242132,7.102833,0.35837102,6.9725423,0.36536923,8.122177,0.6411697,8.0100975,0.417003,8.216492,0.46980217,8.124395,0.48526463,,,,,,,9.860275,0.5533404,10.111741,0.536285,10.4681425,0.62904155,10.820653,0.65330654
1468.0,,,,,6.787467,0.8289207,6.242416,0.6276974,5.9067464,0.6198878,6.3659096,0.6086339,6.7983994,0.89634264,6.0870466,0.58301973,6.839584,0.6795277,6.422461,0.5224802,7.4466634,0.75944996,6.031259,0.6006761,,,,,,,8.301359,0.7692104,8.622449,0.7206462,8.902645,0.7565147,8.72406,0.77868444
1471.0,,,,,6.504815,0.5773455,5.989692,0.37052533,5.825913,0.3624503,6.221096,0.38785395,6.277493,0.45939618,5.9365506,0.3458293,6.7570276,0.5299906,6.435198,0.388803,7.219913,0.46674263,6.2237883,0.42548138,,,,,,,7.98238,0.47695747,8.232467,0.47351807,8.657545,0.5057161,8.495763,0.53146374
1474.0,,,,,7.408248,0.5876564,7.7758846,0.4587626,8.067883,0.5958191,8.770672,0.5773786,7.3447156,0.5038204,7.4397974,0.3822434,8.076381,0.47529396,7.63712,0.5998247,8.968536,0.5905101,9.611874,0.88814056,,,,,,,11.656797,0.8477615,11.158989,0.8333954,11.233988,0.8733342,11.565897,0.8416548
1477.0,,,,,6.967891,0.501847,7.189001,0.39851302,7.256359,0.5012047,8.118161,0.50188833,6.863715,0.42943278,6.6569304,0.33817196,7.5063066,0.51347804,7.1031294,0.55672586,8.340361,0.5359625,8.403847,0.68120384,,,,,,,10.659109,0.799855,10.613485,0.91189164,10.342999,0.7293138,10.896257,0.9019987
1558.0,,,,,8.326864,2.0889091,6.3721476,0.32489887,5.686497,0.33625823,6.123536,0.33636373,6.2856145,0.31096157,5.9892697,0.27733096,6.392334,0.61087,6.012501,0.3564583,7.131394,0.28974593,6.4901714,0.42826295,,,,,,,8.408244,0.41016486,8.830453,0.44388285,8.047416,0.6016934,7.1271467,0.53712416
1561.0,,,,,7.6088247,1.3351048,6.4750333,0.31468457,5.949404,0.3185126,6.385714,0.31846717,6.592313,0.32552072,6.3604264,0.2759489,6.924988,0.5158808,6.3519883,0.37396926,7.433859,0.30502138,6.5422554,0.4053267,,,,,,,8.704821,0.37725544,9.179123,0.45880327,8.900741,0.53431886,8.117231,0.61331993
1587.0,,,,,5.3396463,0.6223267,5.438963,0.29163614,5.0769334,0.2785143,4.912082,0.30818966,5.6705556,0.26249206,5.14752,0.26261428,5.8172913,0.32947898,5.046811,0.2888179,6.751017,0.5802407,6.0290527,0.379019,,,,,,,7.3781586,0.38992643,7.5667663,0.3901142,7.557473,0.4852603,7.002575,0.5081997
1589.0,,,,,5.553754,0.73960316,5.542437,0.32078972,5.035368,0.3216819,5.060192,0.33358496,5.7319427,0.29048353,5.276238,0.28281987,5.9726353,0.36860925,5.193011,0.30107635,6.786693,0.58678687,6.1356316,0.39481077,,,,,,,7.5675435,0.41451007,7.8628144,0.42329928,7.7059727,0.52233255,7.0607452,0.5229771
1591.0,,,,,5.374745,0.5693712,5.372608,0.27446818,5.060387,0.2578306,4.965985,0.29036477,5.6523547,0.24926388,5.2399263,0.2598081,5.694702,0.31091636,5.146838,0.31524476,6.5018225,0.55281,5.8953533,0.3578778,,,,,,,7.3984237,0.37406904,7.698901,0.38193032,7.655012,0.4820551,7.0388417,0.4863711
1594.0,,,,,5.32734,0.6112532,5.6478777,0.32126844,5.130772,0.32374024,5.0692987,0.29760224,5.7564354,0.2773941,5.2961335,0.2640021,6.020147,0.367687,5.05962,0.27847332,6.868284,0.57122606,6.0849495,0.38476,,,,,,,7.5562034,0.4279765,7.634317,0.41272342,7.6938014,0.4760021,7.222348,0.49149796
1609.0,,,,,6.1754665,0.9886217,5.7500873,0.30656174,4.9849396,0.2828323,5.3904343,0.27784085,5.820009,0.27922603,5.5492544,0.26290622,5.8828135,0.40005264,5.503528,0.3273474,6.554924,0.37235788,6.009196,0.34444392,,,,,,,7.2013426,0.4803853,8.200085,0.42279652,7.590143,0.5323856,6.686167,0.5520576
1612.0,,,,,6.215503,1.1644387,5.826082,0.32149705,5.1912494,0.32636383,5.357175,0.3071261,5.841615,0.2835524,5.451187,0.27014953,6.246727,0.45907745,5.5093055,0.32380038,6.793088,0.45058826,6.1483307,0.37547222,,,,,,,7.7515492,0.40242162,8.151771,0.4233691,7.685559,0.5316633,6.9960837,0.5394988
1616.0,,,,,5.3988824,0.5738286,5.332737,0.27637735,5.0289793,0.2498596,4.952064,0.2760997,5.5992007,0.24362843,5.236774,0.26007724,5.6944327,0.30467957,5.1378074,0.34094578,6.4200406,0.49294966,5.790052,0.33656314,,,,,,,7.3175683,0.3775758,7.7876067,0.383755,7.658749,0.48296994,6.990237,0.48473844
1619.0,,,,,5.538999,0.69482815,5.3952065,0.28412217,4.972828,0.26436898,5.0520444,0.28217116,5.568286,0.26236296,5.273496,0.2672411,5.906597,0.33342725,5.330516,0.3495933,6.532242,0.44676661,5.8682413,0.31314257,,,,,,,7.235996,0.39567193,7.795904,0.3931238,7.6747603,0.50598013,7.0247684,0.5367165
1623.0,,,,,5.6167493,0.45608857,6.360263,0.34425953,5.6649923,0.33063224,5.755629,0.28296605,6.354581,0.23124327,6.207445,0.22646883,6.5733747,0.4353627,5.7028246,0.33009052,7.3356714,0.6138628,6.435372,0.48452842,,,,,,,8.345742,0.52448845,8.541923,0.5383057,9.210656,0.47890505,8.482307,0.42075703
1640.0,,,,,7.4772124,0.54542375,7.696621,0.5039401,6.3876567,0.29141545,7.8045425,0.4816405,8.063881,0.42982516,7.101747,0.25862893,8.181102,0.50685835,7.1477566,0.2827775,9.0874605,0.55434054,7.059725,0.4567176,,,,,,,10.04799,0.3194938,10.601643,0.43008894,8.968121,0.4141797,8.94965,0.832339
1662.0,,,,,5.357438,0.80283153,7.818775,0.6436673,6.334951,0.75690204,6.137392,0.50874954,6.524907,0.38977313,6.196375,0.35434553,9.713908,1.7097954,6.3530574,0.37584898,9.006176,1.3296062,7.929989,1.044629,,,,,,,9.291757,0.6363166,9.4368725,0.4291628,8.979312,0.48000595,8.897302,0.6425624
1665.0,,,,,6.2584248,0.46173716,7.207819,0.37397468,6.429634,0.34991622,6.7013636,0.35682195,7.1099405,0.30962014,7.024395,0.25920278,8.1493,0.71794385,6.639734,0.38372326,7.9174914,0.6824689,6.934249,0.5452207,,,,,,,9.221157,0.46255606,9.811829,0.59981984,9.807555,0.55188406,9.695781,0.5512947
1683.0,,,,,6.397961,0.37941638,7.122081,0.32797736,6.5237637,0.3194179,6.6707826,0.31636086,7.2133846,0.2834101,7.565294,0.21543561,7.515968,0.44281843,6.788086,0.42682022,7.939904,0.51808834,7.3353424,0.56803393,,,,,,,9.340503,0.5274878,9.694297,0.5316925,11.137438,0.6893158,10.085414,0.50098956
