postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024,price_qm2025,price_qm_se2025
1067.0,5.322228,0.01846339,5.4352765,0.014349654,5.4397087,0.019837473,5.622394,0.02185759,5.9948435,0.024376737,6.1166906,0.03501406,6.458093,0.030945038,6.937388,0.030677853,6.966468,0.034316964,7.2766795,0.0239779,8.148274,0.030931959,7.8472157,0.02389667,7.8694987,0.022413222,8.141652,0.024680022,8.314707,0.029187346,9.179724,0.04766634,9.9190035,0.056319397,9.966276,0.05524712,10.110832,0.06395153
1069.0,5.9322357,0.032364365,5.957888,0.025238248,5.9394736,0.02660691,6.3390484,0.030735519,6.4437656,0.032923665,6.6607027,0.036059618,7.387956,0.038975284,7.4180846,0.032862276,7.318779,0.0304719,7.5871854,0.021457613,8.275389,0.029831558,8.51049,0.024174625,8.443123,0.016085112,8.898308,0.022848357,9.080751,0.025107076,9.801502,0.045600154,9.975969,0.05527978,10.146876,0.057392992,10.769061,0.06437216
1097.0,6.074273,0.015214357,6.256802,0.015658379,6.124199,0.0133399805,6.204896,0.014762593,6.6049576,0.018521007,6.8429503,0.025601616,7.0912294,0.037093233,7.4588943,0.026184093,7.336626,0.028712638,7.5006027,0.021963352,8.414589,0.020306371,8.472148,0.022290658,8.5019655,0.018595036,9.01634,0.021645956,9.251064,0.027570091,10.255467,0.044867095,9.986036,0.03724244,10.247343,0.04429149,10.445183,0.045022033
1099.0,5.914059,0.24975671,6.0409217,0.25883812,6.1063423,0.26153013,6.064652,0.25866154,6.427755,0.27481627,6.447693,0.27286434,6.823839,0.2927555,7.3422313,0.39659494,7.2923174,0.42483273,7.4997005,0.31069696,8.415822,0.36101523,7.9731326,0.33154285,7.8829646,0.30888325,8.020666,0.32226935,8.081962,0.3167141,8.990427,0.38761008,8.925009,0.36535367,10.23573,0.34370637,9.599731,0.15263957
1108.0,5.7402444,0.064272456,5.7511153,0.051198147,5.7868366,0.049573626,5.6292176,0.056105644,5.9509215,0.09544674,6.448681,0.07277312,6.3239627,0.049992334,6.9329443,0.16139275,6.4230103,0.08935493,6.8945336,0.076433845,6.9775205,0.085393645,7.4215436,0.07200787,8.162218,0.08416297,8.340102,0.070906535,8.03011,0.11233426,8.19668,0.09299869,8.299448,0.14961644,9.155784,0.15377837,9.321385,0.16517477
1109.0,5.58513,0.06830157,5.8409495,0.06823966,5.6915727,0.058637116,5.7783284,0.058255333,5.844767,0.05866114,6.1766396,0.0864716,6.5185695,0.08939324,6.5876617,0.0638368,7.031503,0.09152609,6.992783,0.048533138,7.139099,0.074517146,7.686149,0.08304095,7.5079775,0.08284661,8.055504,0.13306715,7.8354874,0.14059423,8.681996,0.1832423,8.570157,0.13309291,9.035816,0.27900392,9.614098,0.3507496
1127.0,5.42675,0.009460625,5.444331,0.00924491,5.5084724,0.010145458,5.6042676,0.010435028,5.928485,0.014321993,6.2945933,0.016675381,6.641462,0.016448757,6.926809,0.017927717,7.087098,0.019765075,7.17822,0.015690517,7.7291756,0.019375743,7.6030984,0.016071199,7.83569,0.015204072,7.978821,0.015900923,8.312165,0.020090137,9.103168,0.036501873,9.136582,0.04092306,9.561029,0.047363367,9.668298,0.05569054
1129.0,5.768695,0.014725281,5.7394886,0.015573928,5.8727565,0.015769165,5.9799714,0.018297736,6.204343,0.019386835,6.4210835,0.020891659,6.819866,0.027388329,7.053905,0.027000418,7.1091704,0.025107535,7.327546,0.021761613,7.659922,0.019095477,7.6612444,0.018837076,7.758316,0.022496331,8.032208,0.024843087,8.102559,0.031443983,9.109293,0.05868214,9.087265,0.055147927,9.678358,0.07181418,9.800393,0.07729427
1139.0,5.750027,0.020771854,5.7493577,0.021429388,5.739329,0.022519367,5.857815,0.022758124,6.099921,0.0260335,6.453451,0.02975923,6.6595173,0.029640408,7.028813,0.031689253,7.110941,0.029114876,7.3144674,0.029331852,7.5844774,0.029353622,7.645455,0.028425002,7.9380355,0.030215645,8.480143,0.03504371,8.385437,0.04651196,8.788911,0.049248837,9.334523,0.07650213,10.032756,0.09651664,10.405982,0.094709046
1157.0,5.5034947,0.023516778,5.599217,0.020861669,5.653355,0.027160991,5.7986293,0.026797172,6.1028047,0.029076785,6.3995724,0.035418827,6.5613,0.03947673,6.8413506,0.031545598,6.9219875,0.029670842,7.186817,0.026084216,7.6220016,0.02744084,7.488873,0.027952679,7.60556,0.02664346,7.898298,0.041299745,7.845191,0.040563367,8.272385,0.050561424,8.880353,0.06293073,9.464006,0.0833109,9.881802,0.09665919
1159.0,5.4811487,0.00936612,5.5802426,0.009915685,5.701607,0.010587595,5.841214,0.010839379,5.9910374,0.012393794,6.2352467,0.013511152,6.770182,0.015331565,6.866569,0.015068396,7.245764,0.015974674,7.4096236,0.01379086,7.7130675,0.015685482,7.864758,0.0154515505,7.7998867,0.0117817335,7.9513187,0.017187148,8.152639,0.02117824,8.482297,0.025887359,9.135675,0.03857812,9.470647,0.050514236,9.97419,0.045768496
1169.0,5.1293497,0.019285705,5.1953897,0.017874204,5.409217,0.024879351,5.3624744,0.024203992,5.6907454,0.031145845,5.864904,0.0341235,5.844597,0.029213157,6.1280527,0.025950152,6.335963,0.03264985,6.5901093,0.017478678,7.009883,0.026761064,6.782291,0.024419067,7.0559554,0.014400705,6.18639,0.024703395,6.7950196,0.024069957,7.0171013,0.03491014,7.862874,0.03551577,8.4363985,0.05027915,9.09185,0.06711605
1187.0,5.779504,0.018813163,5.8922305,0.019185383,5.9130273,0.019086746,6.0895343,0.020302597,6.338811,0.027712803,6.49294,0.025820468,6.9905624,0.027227195,7.2207828,0.027323209,7.507756,0.034775756,7.8655124,0.029832609,7.8934994,0.025126807,7.9875402,0.023518387,8.12078,0.022525948,8.206137,0.027747072,8.5217705,0.033184502,8.869329,0.052586213,9.338495,0.07036899,9.52665,0.075766936,10.262457,0.078721605
1189.0,5.758299,0.031065097,5.83041,0.031106183,5.884768,0.027874941,6.167741,0.037186403,6.3101254,0.036115818,6.587396,0.054991085,6.880193,0.046282865,7.1993876,0.043799426,7.3379607,0.05022176,7.752431,0.037736572,7.8020387,0.029639786,7.6952567,0.030638665,8.082066,0.03408545,8.228278,0.035781886,8.758366,0.05926369,8.721406,0.07432807,9.575056,0.12685575,10.010117,0.15204105,10.192956,0.12517044
1217.0,5.850041,0.038485046,5.695784,0.037228536,5.9033394,0.03662641,6.0471125,0.042045318,6.081217,0.044871945,6.2338276,0.056389514,6.8585825,0.06275761,6.969519,0.048753172,7.6029778,0.057252932,7.419498,0.040215563,7.962178,0.0402016,7.898515,0.045095336,8.077733,0.046129003,8.064525,0.049569633,7.9264727,0.06853127,8.238639,0.094601996,8.948819,0.11623159,9.172582,0.14746766,9.470541,0.1333316
1219.0,5.555601,0.020069964,5.775862,0.020143893,6.1350374,0.026671488,6.2934923,0.029279063,6.180652,0.030645067,6.3829756,0.027763397,6.8916297,0.035354923,6.8194613,0.033345018,6.9376273,0.03868569,7.101017,0.0252866,8.127693,0.044623245,7.6663465,0.031324696,7.8287315,0.028654091,7.5783453,0.040532343,7.492024,0.04067348,8.320467,0.06162183,10.345623,0.14335205,9.487376,0.07697495,9.463407,0.090306856
1237.0,5.1070833,0.020573113,5.2735176,0.019084843,5.2886662,0.031117104,5.377681,0.025425497,5.622356,0.032764,5.7694316,0.023198135,5.94692,0.025502035,6.167642,0.027747674,6.1681886,0.036604,6.3981934,0.017076632,7.078839,0.029463077,6.802594,0.021461366,6.790683,0.01719855,6.84515,0.027365055,6.8986917,0.026445862,7.439637,0.042168308,7.8797693,0.041232847,8.287617,0.053817242,8.954054,0.059330985
1239.0,5.050796,0.038610794,5.196061,0.030750114,5.1938143,0.046624243,5.234872,0.04686893,5.577888,0.037529264,5.582655,0.039943635,5.8121853,0.0381431,5.953728,0.034963135,5.9278927,0.034052048,6.3318686,0.02042642,6.9067993,0.030607512,6.5324254,0.02699486,6.535164,0.020242698,6.435396,0.023414161,6.6482577,0.023374612,6.78685,0.047415003,7.388569,0.03713874,7.9005585,0.046576265,8.766379,0.056781042
1257.0,5.511439,0.027892977,5.6055336,0.029135363,5.675079,0.031894974,5.8364944,0.03632021,6.0040336,0.033156402,6.0858245,0.036234856,6.283779,0.040997405,6.6487164,0.031709936,6.8130546,0.03501738,7.072417,0.026931958,7.4692264,0.038190406,7.377769,0.029238729,7.525632,0.030073753,7.529005,0.034452427,7.647691,0.031618804,8.081091,0.044465344,8.350656,0.0732246,8.99428,0.09388703,9.754749,0.12705229
1259.0,6.1356626,0.040631678,5.5849257,0.032319184,5.618928,0.030509308,5.7561193,0.031916562,5.890302,0.036727056,5.9908137,0.04327822,6.401311,0.039862376,6.7213426,0.037294574,7.061168,0.0358807,6.9794016,0.028687267,7.9713936,0.040517073,7.244114,0.024377558,7.2545385,0.026925167,7.3262587,0.028832778,7.3427606,0.031916507,7.4783835,0.066742145,8.209776,0.07033288,8.507852,0.087497436,9.160466,0.1080999
1277.0,5.7295265,0.013277599,5.780666,0.014063687,5.8638825,0.01673885,5.9973288,0.015374615,6.2666955,0.019084498,6.7199135,0.024382453,7.0527225,0.01996915,6.997919,0.020018026,7.2138586,0.023573915,7.2434335,0.018508546,7.824771,0.022453101,7.7620344,0.021726117,7.856797,0.017792784,8.097802,0.020704847,8.304672,0.02918377,8.658627,0.049175598,9.409773,0.06175472,9.686432,0.06061913,9.653139,0.06533883
1279.0,5.606938,0.020919142,5.894255,0.019003823,6.025566,0.021493666,6.082547,0.036283042,6.3977065,0.032869842,6.4624777,0.02726378,6.9092984,0.033529975,6.9457912,0.02981683,7.1411037,0.02865044,7.311672,0.023255046,7.6891284,0.026204858,7.734288,0.027984679,7.854789,0.022998424,8.0699005,0.028029742,8.258633,0.050080374,8.608019,0.05054288,9.92913,0.12138212,11.7868185,0.198372,9.876965,0.11120497
1307.0,6.0677533,0.016511481,6.04566,0.01473231,6.014717,0.01730738,6.113977,0.020391783,6.3886127,0.022694249,6.9226823,0.029161394,7.046536,0.026129853,7.091183,0.022520307,7.145117,0.024017312,7.3740206,0.015650108,7.8088837,0.021814419,7.8786583,0.02007458,8.018713,0.013419942,8.611212,0.01717771,8.832855,0.022712898,8.783756,0.03724858,9.15485,0.052056916,9.191773,0.05114959,10.49516,0.078647785
1309.0,6.1416383,0.012327344,6.2481813,0.012184457,6.2822156,0.01344692,6.4091315,0.017818835,6.7082014,0.018521346,7.060717,0.019069176,7.445748,0.018768754,7.529568,0.016054237,7.6760187,0.017721875,7.787423,0.018314617,8.213678,0.01801625,8.31464,0.01852849,8.579556,0.018383138,8.807087,0.018296206,9.104298,0.033534292,9.166262,0.040175963,9.90073,0.057733525,10.159408,0.05435511,10.562609,0.072597645
1324.0,6.077868,0.053526103,6.2529407,0.052061163,6.3355803,0.050715573,6.696034,0.040192507,6.4463468,0.052233484,6.884354,0.052856024,7.199745,0.06330512,7.3623605,0.062502034,7.5304527,0.07186878,7.82842,0.081753336,7.82169,0.05233465,8.560694,0.06579459,9.005655,0.06291232,10.208813,0.079959,9.482473,0.10520813,9.613751,0.12917534,8.800312,0.14478968,9.671442,0.1459677,10.25128,0.14032713
1326.0,5.921666,0.06393891,5.744642,0.06504543,5.629022,0.06050552,5.8193398,0.06777437,5.968602,0.09456941,6.088635,0.06356209,6.3106933,0.069988675,6.8070645,0.11347056,6.771926,0.09602276,6.4859242,0.0787104,7.4911613,0.061729122,7.0587077,0.055403575,7.191444,0.088910215,7.559605,0.05325997,7.0785885,0.082345195,6.935595,0.10766652,7.736978,0.12980399,8.998448,0.13070485,8.933783,0.17216514
1445.0,6.3209844,0.032180384,6.4459567,0.037648883,6.4529276,0.03404763,6.374694,0.047616813,6.485732,0.06524134,6.849411,0.055348378,7.0354757,0.054855164,7.3461556,0.04707765,7.363964,0.05483029,7.503942,0.05678462,7.797268,0.05003036,8.036851,0.048052486,8.417692,0.061803136,8.285069,0.05167186,8.515489,0.09139625,9.028713,0.12172986,9.198118,0.11146649,9.757896,0.15175414,10.707494,0.18708305
1454.0,5.328319,0.04417278,5.473535,0.049786624,5.5232406,0.040517546,5.251069,0.041573122,5.431916,0.0574989,5.7194743,0.09245372,5.629765,0.05761688,5.8439426,0.05475921,5.828206,0.0619499,6.527248,0.09956372,6.288404,0.064122714,6.4337254,0.067792475,6.8156424,0.06542582,7.0085273,0.06236375,7.278716,0.119622,7.5934744,0.1148892,8.001616,0.15997542,8.191985,0.13517687,8.669095,0.15672204
1458.0,5.1674647,0.06061038,5.2938385,0.071048886,5.346913,0.05778795,5.254017,0.049444035,5.5472016,0.064502716,5.5673385,0.082489006,5.8728256,0.048471913,6.0336266,0.08165899,6.3211265,0.085221216,6.150586,0.05270416,6.5082054,0.050798636,6.3910775,0.088617474,6.9451547,0.11496521,7.3136687,0.1274941,6.626501,0.10443002,7.31909,0.11657483,7.6069007,0.15913527,8.258412,0.14072908,8.529915,0.36605525
1462.0,5.536767,0.041933533,5.629949,0.041533604,5.829492,0.06485346,5.659601,0.053220104,6.0694594,0.07015644,5.9003243,0.056647796,6.127167,0.058926772,6.339633,0.058172025,6.387354,0.05836919,6.679925,0.056731213,6.928321,0.049876474,7.032492,0.053419515,6.7057343,0.036994994,7.0596685,0.0540665,7.128331,0.052844707,7.551898,0.07569218,7.9567976,0.13840304,8.692913,0.13563894,9.722829,0.22719078
1465.0,5.646968,0.0770501,5.769525,0.0766279,5.808589,0.06801465,5.814453,0.06486895,5.971804,0.06302544,6.3350315,0.10015367,6.993381,0.089743,6.534107,0.107376836,6.89181,0.09252319,7.532192,0.1046514,7.7613807,0.08645961,6.6949363,0.11547979,7.656235,0.08632829,8.040841,0.08094843,7.9382524,0.09652449,7.752588,0.13649116,9.101164,0.26865798,9.516645,0.21611032,9.671947,0.22639778
1468.0,5.6474357,0.06799811,5.6028976,0.050316587,5.8549333,0.06364544,5.478006,0.07599377,6.190325,0.088347636,6.255638,0.06702119,6.582376,0.07462422,6.682307,0.10112132,7.335076,0.13974607,7.1229186,0.13467106,7.667882,0.09601331,7.249909,0.12177812,7.6038723,0.11720597,7.4095693,0.09077168,7.844486,0.14461629,8.803367,0.34204954,9.114446,0.2272429,9.805104,0.16008937,10.417858,0.50321585
1471.0,5.3681173,0.07332909,5.4065723,0.09958581,5.626043,0.10782723,5.2776275,0.062446,5.401637,0.06415433,5.6733155,0.090034656,6.056714,0.04792884,6.076304,0.09977724,6.2858787,0.07795178,6.365317,0.06099984,6.58665,0.057636056,6.7797027,0.0600394,7.077625,0.08898627,7.167591,0.087276086,7.1052895,0.085153334,8.729876,0.17372231,8.421045,0.13152601,9.478922,0.204323,11.017527,0.28326687
1474.0,5.691955,0.04651498,6.005861,0.05308209,5.994864,0.059159294,5.9956756,0.06372696,6.285274,0.08042769,6.268883,0.08676056,6.180188,0.13775018,6.562283,0.09590577,6.5330114,0.099809796,6.8268437,0.14959611,7.3369985,0.14467259,7.3530383,0.07109006,7.47099,0.07092752,7.8031764,0.098578215,7.8629584,0.081591405,8.209201,0.12666968,9.211299,0.14533061,9.182622,0.13626362,9.845998,0.13487273
1477.0,5.069622,0.08715258,5.2394686,0.07224045,5.0389605,0.07693228,5.2192755,0.091167964,4.805192,0.09592189,5.05568,0.07566351,5.3494253,0.07352931,5.3290405,0.05270621,5.400098,0.08594973,5.588408,0.051832117,5.9157743,0.20741919,6.3630323,0.14114764,6.1516924,0.09582411,6.3278446,0.051384248,6.9324627,0.109206215,7.485661,0.16083059,7.216279,0.17626004,7.926181,0.22987717,10.745131,0.25461525
1558.0,5.305803,0.084716715,4.9199085,0.06059092,4.987457,0.048967686,4.8042397,0.04178467,4.980186,0.04488811,4.9569902,0.053045943,5.045847,0.040474422,4.7820573,0.032866944,4.982059,0.05586748,5.316153,0.04954857,5.094164,0.032454684,5.3338904,0.045648336,5.698769,0.042574454,5.7443194,0.064906225,5.728352,0.050109945,6.149079,0.06396462,6.6879478,0.090620615,6.652643,0.07427173,6.879734,0.15758455
1561.0,4.9263506,0.09234221,4.7688847,0.07221592,4.824772,0.056381464,4.62364,0.06412755,4.8517284,0.08113638,4.9220605,0.048306234,4.773216,0.053823907,4.580203,0.04580124,4.816742,0.0572183,5.0777564,0.07049557,4.91242,0.0452586,5.0607214,0.082593486,5.40994,0.056036487,5.7032166,0.104707584,5.5692906,0.059853073,6.070535,0.078814276,6.6271462,0.090715036,6.4621706,0.10015643,6.695988,0.13299909
1587.0,5.406045,0.12604582,5.3305693,0.062308446,5.1884413,0.051888164,4.9743795,0.052936446,4.904108,0.06265212,5.0150495,0.046973534,5.194346,0.04293961,5.225203,0.028118717,5.457929,0.037949856,5.1589675,0.031571668,5.316807,0.035809174,5.4059143,0.038440827,5.3200116,0.03239127,5.4432883,0.036637206,5.498446,0.05102609,5.771325,0.0531823,6.0707583,0.0558723,6.3532233,0.08215533,6.487633,0.06403089
1589.0,5.75315,0.10702502,5.611546,0.11159896,5.3462973,0.1050734,5.3603525,0.109327376,5.3438673,0.105250776,5.391756,0.109616645,5.5476923,0.10620128,5.5206294,0.102645166,5.628796,0.10981068,5.575193,0.10684427,5.640568,0.12990892,5.6609826,0.109308615,5.6810913,0.107718825,5.682926,0.110747255,5.740104,0.111473635,5.987747,0.11581177,6.1993656,0.12302165,6.295014,0.13269486,6.581028,0.13604073
1591.0,4.9729347,0.124930024,5.2505636,0.098120034,5.1033325,0.072519206,4.861815,0.07487628,4.777853,0.1519379,5.284268,0.09175186,5.155814,0.048142113,5.0885544,0.036700312,5.3299117,0.058308467,5.1883297,0.053049807,5.3100476,0.04637331,5.3041296,0.052481655,5.439318,0.045454655,5.497889,0.051078834,5.519696,0.06009242,5.6135,0.06371349,6.077012,0.09923902,6.1936536,0.10709845,6.5220017,0.058752023
